"name","state","lat","lng"
"Scenic",AZ,36.793589,-114.012752
"Scottsdale",AZ,33.684347,-111.86112
"Seba Dalkai",AZ,35.478933,-110.4511
"Second Mesa",AZ,35.851387,-110.49799
"Sedona",AZ,34.857401,-111.795356
"Sehili",AZ,36.280772,-109.185521
"Seligman",AZ,35.3256,-112.857246
"Sells",AZ,31.920874,-111.87087
"Seven Mile",AZ,33.788181,-109.958554
"Shongopovi",AZ,35.809701,-110.533441
"Shonto",AZ,36.587043,-110.662477
"Show Low",AZ,34.265109,-110.0383
"Sierra Vista",AZ,31.56541,-110.314508
"Sierra Vista Southeast",AZ,31.452512,-110.218977
"Six Shooter Canyon",AZ,33.366782,-110.774601
"Snowflake",AZ,34.521459,-110.091182
"So-Hi",AZ,35.252725,-114.141482
"Solomon",AZ,32.813811,-109.628931
"Somerton",AZ,32.60204,-114.695775
"Sonoita",AZ,31.66561,-110.639105
"South Komelik",AZ,31.714472,-111.774415
"South Tucson",AZ,32.195447,-110.969124
"Springerville",AZ,34.171921,-109.306892
"Spring Valley",AZ,34.353089,-112.151313
"Stanfield",AZ,32.879365,-111.962771
"Star Valley",AZ,34.254685,-111.220709
"Steamboat",AZ,35.752636,-109.850583
"Stotonic",AZ,33.152793,-111.816729
"Strawberry",AZ,34.403132,-111.497805
"Summerhaven",AZ,32.441596,-110.7766
"Summit",AZ,32.065728,-110.948662
"Sun",AZ,33.6155,-112.283108
"Sun",AZ,33.671383,-112.357187
"Sunizona",AZ,31.884058,-109.6329
"Sun Lakes",AZ,33.214955,-111.869973
"Sun Valley",AZ,34.982932,-110.031968
"Sunwest",AZ,33.650984,-113.409131
"Supai",AZ,36.229964,-112.692609
"Superior",AZ,33.285146,-111.1103
"Surprise",AZ,33.670612,-112.452674
"Sweet Water",AZ,33.12,-111.837866
"Swift Trail Junction",AZ,32.727193,-109.718114
"Tacna",AZ,32.700415,-113.961769
"Tanque Verde",AZ,32.268445,-110.744244
"Tat Momoli",AZ,32.601195,-111.886129
"Taylor",AZ,34.442748,-110.098534
"Teec Nos Pos",AZ,36.933283,-109.064119
"Tees Toh",AZ,35.485985,-110.405572
"Tempe",AZ,33.388414,-111.931782
"Thatcher",AZ,32.849292,-109.743179
"Theba",AZ,32.918231,-112.889776
"Three Points",AZ,32.059593,-111.286538
"Tolani Lake",AZ,35.430955,-110.84315
"Tolleson",AZ,33.448389,-112.256152
"Tombstone",AZ,31.723785,-110.064003
"Tonalea",AZ,36.321734,-110.966665
"Tonopah",AZ,33.487986,-112.930811
"Tonto Basin",AZ,33.842671,-111.300926
"Tonto",AZ,34.319808,-111.139313
"Topawa",AZ,31.807822,-111.830486
"Topock",AZ,34.719972,-114.478792
"Top-of-the-World",AZ,33.347668,-110.999724
"Toyei",AZ,35.703817,-109.938174
"Truxton",AZ,35.49067,-113.562284
"Tsaile",AZ,36.302418,-109.218666
"Tubac",AZ,31.610681,-111.057047
"Tuba",AZ,36.125013,-111.246742
"Tucson",AZ,32.153695,-110.871064
"Tucson Estates",AZ,32.179197,-111.125355
"Tumacacori-Carmen",AZ,31.57099,-111.047652
"Turkey Creek",AZ,33.801088,-109.9461
"Tusayan",AZ,35.954964,-112.120196
"Upper Santan",AZ,33.115252,-111.741859
"Utting",AZ,33.854415,-113.912864
"Vail",AZ,32.021702,-110.693687
"Vaiva Vo",AZ,32.716654,-111.926902
"Valencia West",AZ,32.134656,-111.111256
"Valentine",AZ,35.38853,-113.659115
"Valle",AZ,35.624454,-112.135121
"Valle Vista",AZ,35.410878,-113.86271
"Ventana",AZ,32.468048,-112.243447
"Verde",AZ,34.711987,-111.993997
"Vernon",AZ,34.247901,-109.689942
"Vicksburg",AZ,33.727157,-113.825943
"Village of Oak Creek (Big Park)",AZ,34.781269,-111.7606
"Wagon Wheel",AZ,34.195823,-110.023179
"Wahak Hotrontk",AZ,32.174739,-112.366291
"Wall Lane",AZ,32.657296,-114.71053
"Walnut Creek",AZ,35.131239,-114.126625
"Washington Park",AZ,34.400354,-111.271003
"Wellton",AZ,32.639962,-114.214008
"Wellton Hills",AZ,32.623189,-114.145234
"Wenden",AZ,33.832437,-113.543231
"Wet Camp",AZ,33.14136,-111.90045
"Wheatfields",AZ,33.470937,-110.816135
"Whetstone",AZ,31.701994,-110.322654
"Whispering Pines",AZ,34.372721,-111.281223
"Whitecone",AZ,35.604666,-110.080022
"White Hills",AZ,35.724209,-114.400368
"White Mountain Lake",AZ,34.344046,-109.986811
"Whiteriver",AZ,33.83976,-109.96077
"Why",AZ,32.258973,-112.730634
"Wickenburg",AZ,33.971354,-112.751645
"Wide Ruins",AZ,35.417387,-109.499551
"Wikieup",AZ,34.693034,-113.599504
"Wilhoit",AZ,34.408233,-112.615635
"Willcox",AZ,32.251646,-109.835734
"Williams",AZ,35.24664,-112.183296
"Williamson",AZ,34.708166,-112.534187
"Willow Canyon",AZ,32.38814,-110.700994
"Willow Valley",AZ,34.927669,-114.626595
"Window Rock",AZ,35.670505,-109.063037
"Winkelman",AZ,32.98154,-110.761533
"Winslow",AZ,35.025362,-110.710378
"Winslow West",AZ,35.000074,-110.700842
"Wintersburg",AZ,33.418697,-112.866536
"Wittmann",AZ,33.774957,-112.525091
"Woodruff",AZ,34.783195,-110.03787
"Yarnell",AZ,34.228248,-112.763062
"York",AZ,32.917425,-109.19605
"Young",AZ,34.124101,-110.938317
"Youngtown",AZ,33.584969,-112.304916
"Yucca",AZ,34.862993,-114.146145
"Yuma",AZ,32.516261,-114.521811
"Adona",AR,35.040021,-92.899059
"Alexander",AR,34.618168,-92.451289
"Alicia",AR,35.89441,-91.083164
"Allport",AR,34.53974,-91.783763
"Alma",AR,35.491894,-94.214147
"Almyra",AR,34.40568,-91.410729
"Alpena",AR,36.291896,-93.303384
"Altheimer",AR,34.325263,-91.849513
"Altus",AR,35.446082,-93.763892
"Amagon",AR,35.563186,-91.109424
"Amity",AR,34.266257,-93.46322
"Anthonyville",AR,35.039682,-90.340499
"Antoine",AR,34.034583,-93.421297
"Arkadelphia",AR,34.124085,-93.072607
"Arkansas",AR,33.608885,-91.20496
"Ashdown",AR,33.674529,-94.126627
"Ash Flat",AR,36.236433,-91.607223
"Atkins",AR,35.240863,-92.949643
"Aubrey",AR,34.719723,-90.898069
"Augusta",AR,35.285502,-91.361585
"Austin",AR,35.007269,-91.989211
"Avilla",AR,34.694843,-92.586141
"Avoca",AR,36.394541,-94.06578
"Bald Knob",AR,35.312508,-91.56976
"Banks",AR,33.575881,-92.267094
"Barling",AR,35.330253,-94.286423
"Bassett",AR,35.535807,-90.129303
"Batesville",AR,35.768572,-91.622652
"Bauxite",AR,34.559747,-92.499622
"Bay",AR,35.746057,-90.552143
"Bearden",AR,33.727945,-92.618432
"Beaver",AR,36.47628,-93.772886
"Beebe",AR,35.072433,-91.901059
"Beedeville",AR,35.424558,-91.114581
"Bella Vista",AR,36.468459,-94.273384
"Bellefonte",AR,36.199738,-93.04788
"Belleville",AR,35.091548,-93.445478
"Ben Lomond",AR,33.829333,-94.123392
"Benton",AR,34.577424,-92.572583
"Bentonville",AR,36.358176,-94.22912
"Bergman",AR,36.312786,-93.011221
"Berryville",AR,36.371374,-93.570472
"Bethel Heights",AR,36.220202,-94.116237
"Bigelow",AR,34.998163,-92.631107
"Big Flat",AR,36.006653,-92.410797
"Biggers",AR,36.331473,-90.805867
"Birdsong",AR,35.459451,-90.261527
"Black Oak",AR,35.83661,-90.3677
"Black Rock",AR,36.106237,-91.10748
"Black Springs",AR,34.45915,-93.71174
"Blevins",AR,33.871251,-93.578187
"Blue Eye",AR,36.496449,-93.397352
"Blue Mountain",AR,35.131796,-93.716666
"Bluff",AR,33.732599,-93.124564
"Blytheville",AR,35.934067,-89.905145
"Bodcaw",AR,33.563643,-93.393036
"Bonanza",AR,35.231875,-94.416197
"Bono",AR,35.908593,-90.79706
"Booneville",AR,35.139202,-93.918722
"Bradford",AR,35.422278,-91.455716
"Bradley",AR,33.099328,-93.657054
"Branch",AR,35.308303,-93.95537
"Briarcliff",AR,36.271925,-92.281916
"Brinkley",AR,34.89007,-91.189566
"Brookland",AR,35.905071,-90.579543
"Bryant",AR,34.617121,-92.489422
"Buckner",AR,33.35727,-93.435556
"Bull Shoals",AR,36.37357,-92.591504
"Burdette",AR,35.819126,-89.935729
"Cabot",AR,34.978662,-92.025831
"Caddo Valley",AR,34.180793,-93.084749
"Caldwell",AR,35.074794,-90.809455
"Cale",AR,33.627888,-93.232797
"Calico Rock",AR,36.122028,-92.125342
"Calion",AR,33.328406,-92.540187
"Camden",AR,33.567672,-92.849064
"Cammack",AR,34.780835,-92.345032
"Campbell Station",AR,35.66785,-91.253827
"Caraway",AR,35.759227,-90.322107
"Carlisle",AR,34.795425,-91.740494
"Carthage",AR,34.072548,-92.5555
"Casa",AR,35.024851,-93.045489
"Cash",AR,35.80087,-90.932071
"Caulksville",AR,35.301849,-93.867806
"Cave",AR,35.948431,-91.547294
"Cave Springs",AR,36.27184,-94.221741
"Cedarville",AR,35.583155,-94.362006
"Center Ridge",AR,35.380707,-92.575626
"Centerton",AR,36.356978,-94.297038
"Central",AR,35.336381,-94.238041
"Charleston",AR,35.295746,-94.044882
"Cherokee",AR,36.294696,-94.576797
"Cherokee",AR,36.291321,-91.569368
"Cherry Valley",AR,35.402027,-90.754503
"Chester",AR,35.677666,-94.177468
"Chidester",AR,33.701485,-93.023945
"Clarendon",AR,34.694725,-91.306124
"Clarkedale",AR,35.297316,-90.210435
"Clarksville",AR,35.453918,-93.481558
"Clinton",AR,35.578981,-92.455735
"Coal Hill",AR,35.436924,-93.666441
"College",AR,36.125354,-90.940033
"College Station",AR,34.706102,-92.232039
"Colt",AR,35.132799,-90.812869
"Concord",AR,35.661006,-91.838953
"Conway",AR,35.07435,-92.467078
"Corinth",AR,35.069508,-93.420089
"Corning",AR,36.410803,-90.585931
"Cotter",AR,36.281833,-92.521047
"Cotton Plant",AR,35.006074,-91.252034
"Cove",AR,34.439044,-94.425677
"Coy",AR,34.540497,-91.871088
"Crawfordsville",AR,35.226614,-90.324446
"Crossett",AR,33.128854,-91.963493
"Cushman",AR,35.865276,-91.779189
"Daisy",AR,34.235924,-93.739193
"Damascus",AR,35.367279,-92.410263
"Danville",AR,35.052457,-93.391199
"Dardanelle",AR,35.226305,-93.165909
"Datto",AR,36.393214,-90.728222
"Decatur",AR,36.341198,-94.451088
"Delaplaine",AR,36.230507,-90.725717
"Delight",AR,34.029462,-93.505345
"Dell",AR,35.859127,-90.026271
"Dennard",AR,35.747892,-92.550073
"Denning",AR,35.425137,-93.756804
"De Queen",AR,34.042245,-94.342133
"Dermott",AR,33.526206,-91.432296
"Des Arc",AR,34.976628,-91.506592
"De Valls Bluff",AR,34.785866,-91.461063
"DeWitt",AR,34.287357,-91.338308
"Diamond",AR,36.458421,-92.91275
"Diaz",AR,35.648773,-91.258933
"Dierks",AR,34.120662,-94.018836
"Donaldson",AR,34.234145,-92.918641
"Dover",AR,35.39127,-93.114293
"Dumas",AR,33.88479,-91.486337
"Dyer",AR,35.494697,-94.137777
"Dyess",AR,35.589377,-90.213333
"Earle",AR,35.273439,-90.464269
"East Camden",AR,33.607907,-92.742529
"East End",AR,34.554505,-92.327475
"Edmondson",AR,35.104541,-90.305134
"Egypt",AR,35.867942,-90.946034
"Elaine",AR,34.308574,-90.853346
"El Dorado",AR,33.217742,-92.664202
"Elkins",AR,36.016154,-94.018339
"Elm Springs",AR,36.202683,-94.218077
"Emerson",AR,33.097284,-93.19588
"Emmet",AR,33.722539,-93.466156
"England",AR,34.546101,-91.969011
"Enola",AR,35.196004,-92.206546
"Etowah",AR,35.715807,-90.230627
"Eudora",AR,33.119125,-91.263992
"Eureka Springs",AR,36.410774,-93.744904
"Evening Shade",AR,36.070285,-91.622128
"Everton",AR,36.15418,-92.909477
"Fairfield Bay",AR,35.601101,-92.266208
"Fargo",AR,34.95335,-91.176935
"Farmington",AR,36.036581,-94.252466
"Fayetteville",AR,36.071473,-94.166559
"Felsenthal",AR,33.060828,-92.149031
"Fifty-Six",AR,35.963509,-92.233388
"Fisher",AR,35.491312,-90.972619
"Flippin",AR,36.277448,-92.592734
"Fordyce",AR,33.818117,-92.417566
"Foreman",AR,33.719445,-94.397639
"Forrest",AR,35.010079,-90.787429
"Fort Smith",AR,35.347267,-94.370026
"Fouke",AR,33.261141,-93.886433
"Fountain Hill",AR,33.357652,-91.851096
"Fountain Lake",AR,34.614003,-92.919727
"Fourche",AR,34.993128,-92.618944
"Franklin",AR,36.176562,-91.780638
"Fredonia (Biscoe)",AR,34.818725,-91.410389
"Friendship",AR,34.224529,-93.003481
"Fulton",AR,33.612565,-93.813795
"Garfield",AR,36.45632,-93.975521
"Garland",AR,33.360849,-93.714162
"Garner",AR,35.142496,-91.779184
"Gassville",AR,36.28493,-92.486717
"Gateway",AR,36.485793,-93.938574
"Gentry",AR,36.258501,-94.490499
"Georgetown",AR,35.126442,-91.453502
"Gibson",AR,34.893704,-92.234827
"Gilbert",AR,35.990535,-92.717238
"Gillett",AR,34.119172,-91.379133
"Gillham",AR,34.168628,-94.312977
"Gilmore",AR,35.413994,-90.29558
"Glenwood",AR,34.328314,-93.527255
"Goshen",AR,36.102458,-94.001579
"Gosnell",AR,35.964745,-89.968457
"Gould",AR,33.98714,-91.564061
"Grady",AR,34.078962,-91.698129
"Grannis",AR,34.240109,-94.322139
"Gravette",AR,36.429413,-94.386327
"Greenbrier",AR,35.228841,-92.383639
"Green Forest",AR,36.334389,-93.427969
"Greenland",AR,36.004744,-94.184714
"Greenway",AR,36.340975,-90.222183
"Greenwood",AR,35.225819,-94.267255
"Greers Ferry",AR,35.574966,-92.165959
"Griffithville",AR,35.12447,-91.645719
"Grubbs",AR,35.654124,-91.075243
"Guion",AR,35.927103,-91.938513
"Gum Springs",AR,34.064095,-93.09556
"Gurdon",AR,33.914888,-93.155214
"Guy",AR,35.327944,-92.342389
"Hackett",AR,35.187832,-94.411532
"Hagarville",AR,35.515017,-93.332135
"Hamburg",AR,33.224818,-91.797376
"Hampton",AR,33.536238,-92.466023
"Hardy",AR,36.319302,-91.480005
"Harrell",AR,33.510123,-92.401072
"Harrisburg",AR,35.564409,-90.721238
"Harrison",AR,36.242183,-93.119826
"Hartford",AR,35.023457,-94.380708
"Hartman",AR,35.437147,-93.622394
"Haskell",AR,34.509238,-92.641861
"Hatfield",AR,34.484507,-94.37991
"Havana",AR,35.110056,-93.526128
"Haynes",AR,34.890933,-90.792662
"Hazen",AR,34.779817,-91.570176
"Heber Springs",AR,35.500503,-92.0333
"Hector",AR,35.462913,-92.97913
"Helena-West Helena",AR,34.533548,-90.62057
"Hensley",AR,34.51041,-92.209517
"Hermitage",AR,33.447964,-92.171628
"Hickory Ridge",AR,35.402628,-90.99433
"Higden",AR,35.566406,-92.20518
"Higginson",AR,35.195619,-91.714369
"Highfill",AR,36.274375,-94.323862
"Highland",AR,36.268767,-91.520093
"Hindsville",AR,36.146482,-93.860091
"Holiday Island",AR,36.482586,-93.71349
"Holland",AR,35.166051,-92.277081
"Holly Grove",AR,34.601503,-91.200272
"Hope",AR,33.667612,-93.591163
"Horatio",AR,33.942739,-94.356201
"Horseshoe Bend",AR,36.218726,-91.738324
"Horseshoe Lake",AR,34.913629,-90.307599
"Hot Springs",AR,34.489189,-93.049288
"Hot Springs",AR,34.64995,-92.967006
"Houston",AR,35.034952,-92.694591
"Hoxie",AR,36.036521,-90.973571
"Hughes",AR,34.949687,-90.468818
"Humnoke",AR,34.542304,-91.759996
"Humphrey",AR,34.422812,-91.702259
"Hunter",AR,35.054559,-91.122852
"Huntington",AR,35.081845,-94.266305
"Huntsville",AR,36.092507,-93.735333
"Huttig",AR,33.040411,-92.179833
"Imboden",AR,36.201936,-91.18075
"Jacksonport",AR,35.641833,-91.30802
"Jacksonville",AR,34.878455,-92.132186
"Jasper",AR,36.0105,-93.185469
"Jennette",AR,35.164874,-90.407868
"Jericho",AR,35.285781,-90.229272
"Jerome",AR,33.397915,-91.470406
"Johnson",AR,36.133854,-94.174269
"Joiner",AR,35.505889,-90.150105
"Jonesboro",AR,35.819733,-90.67905
"Judsonia",AR,35.276431,-91.641614
"Junction",AR,33.022117,-92.723646
"Keiser",AR,35.674001,-90.095544
"Kensett",AR,35.236006,-91.670362
"Keo",AR,34.609287,-92.011566
"Kibler",AR,35.426652,-94.236702
"Kingsland",AR,33.858099,-92.298147
"Kirby",AR,34.254291,-93.654873
"Knobel",AR,36.319923,-90.602456
"Knoxville",AR,35.37757,-93.361777
"Lafe",AR,36.209181,-90.504376
"LaGrange",AR,34.655672,-90.733886
"Lake",AR,35.81937,-90.453905
"Lake Hamilton",AR,34.427217,-93.089124
"Lakeview",AR,36.37405,-92.538831
"Lake View",AR,34.42116,-90.813314
"Lake",AR,33.32902,-91.285189
"Lamar",AR,35.444425,-93.394675
"Landmark",AR,34.608906,-92.322054
"Lavaca",AR,35.330258,-94.182862
"Leachville",AR,35.922939,-90.253942
"Lead Hill",AR,36.414768,-92.906979
"Leola",AR,34.170133,-92.591386
"Lepanto",AR,35.608101,-90.333336
"Leslie",AR,35.829508,-92.555961
"Letona",AR,35.363567,-91.829459
"Lewisville",AR,33.360132,-93.583971
"Lexa",AR,34.598585,-90.752233
"Lincoln",AR,35.948834,-94.417468
"Little Flock",AR,36.386245,-94.136766
"Little Rock",AR,34.725432,-92.358556
"Lockesburg",AR,33.973065,-94.179452
"London",AR,35.325621,-93.243595
"Lonoke",AR,34.790792,-91.907367
"Lonsdale",AR,34.544811,-92.810428
"Lost Bridge",AR,36.389694,-93.915559
"Louann",AR,33.391584,-92.792085
"Lowell",AR,36.255855,-94.153356
"Luxora",AR,35.758247,-89.929708
"Lynn",AR,36.004438,-91.251751
"McAlmont",AR,34.792827,-92.195755
"McCaskill",AR,33.919507,-93.636856
"McCrory",AR,35.25743,-91.197058
"McDougal",AR,36.43655,-90.390712
"McGehee",AR,33.627949,-91.395599
"McNab",AR,33.661414,-93.831793
"McNeil",AR,33.348248,-93.20853
"McRae",AR,35.113714,-91.826242
"Madison",AR,35.018001,-90.731142
"Magazine",AR,35.153617,-93.806363
"Magness",AR,35.703246,-91.482351
"Magnet Cove",AR,34.438325,-92.837488
"Magnolia",AR,33.276698,-93.226247
"Malvern",AR,34.369633,-92.819838
"Mammoth Spring",AR,36.49241,-91.541067
"Manila",AR,35.884495,-90.164175
"Mansfield",AR,35.0639,-94.234299
"Marianna",AR,34.773681,-90.767424
"Marie",AR,35.613188,-90.083482
"Marion",AR,35.204246,-90.206715
"Marked Tree",AR,35.527887,-90.426612
"Marmaduke",AR,36.189439,-90.385694
"Marshall",AR,35.908461,-92.646498
"Marvell",AR,34.556323,-90.915253
"Maumelle",AR,34.852344,-92.399995
"Mayflower",AR,34.980324,-92.419355
"Maynard",AR,36.422276,-90.902549
"Maysville",AR,36.401907,-94.588871
"Melbourne",AR,36.060979,-91.902107
"Mena",AR,34.580834,-94.237096
"Menifee",AR,35.149702,-92.55042
"Midland",AR,35.091995,-94.354112
"Midway",AR,36.39224,-92.475532
"Midway",AR,34.249821,-92.973481
"Mineral Springs",AR,33.876267,-93.921439
"Minturn",AR,35.975787,-91.027562
"Mitchellville",AR,33.905068,-91.498394
"Monette",AR,35.893433,-90.343106
"Monticello",AR,33.624768,-91.793712
"Montrose",AR,33.298509,-91.496825
"Moorefield",AR,35.767176,-91.57081
"Moro",AR,34.792129,-90.988
"Morrilton",AR,35.155456,-92.738932
"Morrison Bluff",AR,35.381953,-93.518836
"Mountainburg",AR,35.636005,-94.168083
"Mountain Home",AR,36.334519,-92.384596
"Mountain Pine",AR,34.569642,-93.171493
"Mountain View",AR,35.868267,-92.102045
"Mount Ida",AR,34.549153,-93.629939
"Mount Pleasant",AR,35.981492,-91.777317
"Mount Vernon",AR,35.223591,-92.124065
"Mulberry",AR,35.508517,-94.074754
"Murfreesboro",AR,34.064212,-93.690435
"Nashville",AR,33.940885,-93.851669
"Natural Steps",AR,34.874266,-92.497772
"Newark",AR,35.708405,-91.443392
"New Blaine",AR,35.29252,-93.419083
"New Edinburg",AR,33.756474,-92.240161
"Newport",AR,35.626804,-91.23472
"Nimmons",AR,36.306241,-90.095167
"Norfork",AR,36.209276,-92.274555
"Norman",AR,34.458994,-93.676822
"Norphlet",AR,33.320043,-92.662161
"North Crossett",AR,33.174113,-91.931736
"North Little Rock",AR,34.781873,-92.234937
"Oak Grove",AR,36.46375,-93.430321
"Oak Grove Heights",AR,36.126619,-90.504207
"Oakhaven",AR,33.729283,-93.620675
"Oden",AR,34.62316,-93.783663
"Ogden",AR,33.584152,-94.044735
"Oil Trough",AR,35.629415,-91.461073
"O'Kean",AR,36.171687,-90.818286
"Okolona",AR,34.000532,-93.33761
"Ola",AR,35.031448,-93.224035
"Omaha",AR,36.46167,-93.189959
"Oppelo",AR,35.100558,-92.773566
"Osceola",AR,35.694669,-89.992939
"Oxford",AR,36.209051,-91.919371
"Ozan",AR,33.846611,-93.720824
"Ozark",AR,35.503112,-93.833022
"Palestine",AR,34.967347,-90.903711
"Pangburn",AR,35.42608,-91.838741
"Paragould",AR,36.052257,-90.510937
"Paris",AR,35.289641,-93.722611
"Parkdale",AR,33.121168,-91.546471
"Parkin",AR,35.261175,-90.553508
"Patmos",AR,33.511335,-93.566703
"Patterson",AR,35.25913,-91.2353
"Peach Orchard",AR,36.28135,-90.661117
"Pea Ridge",AR,36.446651,-94.120807
"Perla",AR,34.364935,-92.776346
"Perry",AR,35.044755,-92.793451
"Perrytown",AR,33.69284,-93.537212
"Perryville",AR,35.012205,-92.802856
"Piggott",AR,36.385347,-90.201527
"Pindall",AR,36.06381,-92.86185
"Pine Bluff",AR,34.211591,-92.017555
"Pineville",AR,36.161111,-92.10642
"Piney",AR,34.502914,-93.144427
"Plainview",AR,34.989845,-93.298056
"Pleasant Plains",AR,35.553768,-91.628312
"Plumerville",AR,35.159377,-92.643059
"Pocahontas",AR,36.26357,-90.970231
"Pollard",AR,36.430045,-90.267464
"Portia",AR,36.084886,-91.071124
"Portland",AR,33.237765,-91.51113
"Pottsville",AR,35.230608,-93.060841
"Powhatan",AR,36.084722,-91.120734
"Poyen",AR,34.324437,-92.642019
"Prairie Creek",AR,36.329478,-94.058933
"Prairie Grove",AR,35.986113,-94.303389
"Prattsville",AR,34.318495,-92.543146
"Prescott",AR,33.80432,-93.391207
"Pyatt",AR,36.24968,-92.840923
"Quitman",AR,35.381854,-92.214364
"Ratcliff",AR,35.306946,-93.888636
"Ravenden",AR,36.23929,-91.247492
"Ravenden Springs",AR,36.312722,-91.223266
"Reader",AR,33.75161,-93.101184
"Rector",AR,36.264476,-90.293093
"Redfield",AR,34.443376,-92.183657
"Reed",AR,33.701862,-91.446138
"Reyno",AR,36.360867,-90.759102
"Rison",AR,33.959292,-92.193289
"Rockport",AR,34.406872,-92.80957
"Rockwell",AR,34.464341,-93.133829
"Roe",AR,34.631299,-91.385887
"Rogers",AR,36.315975,-94.154618
"Roland",AR,34.90224,-92.517469
"Rondo",AR,34.657506,-90.820884
"Rose Bud",AR,35.32118,-92.076519
"Rosston",AR,33.587994,-93.287006
"Rudy",AR,35.527549,-94.270343
"Russell",AR,35.361978,-91.509996
"Russellville",AR,35.276328,-93.138743
"Rye",AR,33.750471,-91.998492
"St. Charles",AR,34.373631,-91.137954
"St. Francis",AR,36.454989,-90.142392
"St. Joe",AR,36.026524,-92.801955
"St. Paul",AR,35.826802,-93.767303
"Salem",AR,36.372133,-91.824545
"Salem",AR,34.630899,-92.561492
"Salesville",AR,36.240803,-92.276531
"Scott",AR,34.69766,-92.093932
"Scranton",AR,35.360393,-93.537892
"Searcy",AR,35.241134,-91.735223
"Sedgwick",AR,35.975916,-90.866605
"Shannon Hills",AR,34.617533,-92.402019
"Sheridan",AR,34.321598,-92.443045
"Sherrill",AR,34.384618,-91.951588
"Sherwood",AR,34.845694,-92.200929
"Shirley",AR,35.642452,-92.312947
"Sidney",AR,36.004773,-91.658435
"Siloam Springs",AR,36.183622,-94.532663
"Smackover",AR,33.363981,-92.731169
"Smithville",AR,36.080413,-91.30262
"South Lead Hill",AR,36.394904,-92.905564
"Sparkman",AR,33.917296,-92.849991
"Springdale",AR,36.190066,-94.159434
"Springtown",AR,36.260285,-94.423812
"Stamps",AR,33.354959,-93.497879
"Star",AR,33.940575,-91.840237
"Staves",AR,34.033579,-92.280583
"Stephens",AR,33.420917,-93.06959
"Strawberry",AR,35.966615,-91.320091
"Strong",AR,33.107918,-92.359857
"Stuttgart",AR,34.49579,-91.548343
"Subiaco",AR,35.297367,-93.639439
"Success",AR,36.454413,-90.723064
"Sulphur Rock",AR,35.751623,-91.500105
"Sulphur Springs",AR,36.484076,-94.460095
"Sulphur Springs",AR,34.170789,-92.129852
"Summit",AR,36.252587,-92.68524
"Sunset",AR,35.224216,-90.205995
"Sweet Home",AR,34.667397,-92.246304
"Swifton",AR,35.824319,-91.12969
"Taylor",AR,33.099834,-93.461802
"Texarkana",AR,33.436339,-93.987118
"Thornton",AR,33.774876,-92.487651
"Tillar",AR,33.710917,-91.45222
"Tinsman",AR,33.629163,-92.353333
"Tollette",AR,33.818053,-93.897051
"Tontitown",AR,36.167388,-94.242127
"Traskwood",AR,34.452451,-92.666438
"Trumann",AR,35.676321,-90.522969
"Tuckerman",AR,35.724977,-91.20161
"Tull",AR,34.441214,-92.585881
"Tumbling Shoals",AR,35.547053,-91.96746
"Tupelo",AR,35.390992,-91.22993
"Turrell",AR,35.374609,-90.270384
"Twin Groves",AR,35.329185,-92.405561
"Tyronza",AR,35.486981,-90.355938
"Ulm",AR,34.57628,-91.46173
"Valley Springs",AR,36.154027,-92.98989
"Van Buren",AR,35.446542,-94.35301
"Vandervoort",AR,34.379781,-94.364919
"Victoria",AR,35.757413,-90.060122
"Vilonia",AR,35.078761,-92.215421
"Viola",AR,36.39922,-91.987009
"Wabbaseka",AR,34.357378,-91.792903
"Waldenburg",AR,35.56525,-90.934585
"Waldo",AR,33.352813,-93.294711
"Waldron",AR,34.90102,-94.095464
"Walnut Ridge",AR,36.084264,-90.946558
"Ward",AR,35.012987,-91.957405
"Warren",AR,33.611829,-92.067718
"Washington",AR,33.773003,-93.683447
"Watson",AR,33.893851,-91.25727
"Weiner",AR,35.619764,-90.905469
"Weldon",AR,35.447685,-91.23156
"West Crossett",AR,33.148043,-92.016978
"Western Grove",AR,36.101197,-92.954676
"West Fork",AR,35.934924,-94.18111
"West Memphis",AR,35.149554,-90.199266
"West Point",AR,35.203304,-91.6098
"Wheatley",AR,34.919913,-91.105371
"Whelen Springs",AR,33.832999,-93.126023
"White Hall",AR,34.275179,-92.100649
"Wickes",AR,34.299736,-94.327252
"Widener",AR,35.022132,-90.681357
"Wiederkehr",AR,35.478635,-93.764336
"Williford",AR,36.251826,-91.360094
"Willisville",AR,33.516119,-93.293723
"Wilmar",AR,33.626492,-91.928983
"Wilmot",AR,33.062817,-91.583923
"Wilson",AR,35.565961,-90.0418
"Wilton",AR,33.738551,-94.147993
"Winchester",AR,33.774039,-91.473822
"Winslow",AR,35.801513,-94.131745
"Winthrop",AR,33.830765,-94.354252
"Woodlawn",AR,33.966736,-92.045239
"Woodson",AR,34.539726,-92.222549
"Wooster",AR,35.199729,-92.450351
"Wrightsville",AR,34.620383,-92.219522
"Wynne",AR,35.235287,-90.788362
"Yarborough Landing",AR,33.718823,-94.008904
"Yellville",AR,36.228846,-92.686123
"Zinc",AR,36.283964,-92.914424
"Acalanes Ridge",CA,37.904722,-122.078574
"Acampo",CA,38.173529,-121.279892
"Acton",CA,34.496259,-118.183891
"Adelanto",CA,34.585975,-117.442863
"Adin",CA,41.199312,-120.956779
"Agoura Hills",CA,34.148942,-118.76393
